Nom_fichier	Numero_Phrase	Segment_Annoté	Accompli	Nature	Temps	Proces
1965-SDAURP_CE_Oct23_GP.xml	604	la construction des voies ferrées	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	604	le comblement des espaces interstitiels	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	605	se construisent	non	crea		dur
1965-SDAURP_CE_Oct23_GP.xml	605	s'étend	non	crea		dur
1965-SDAURP_CE_Oct23_GP.xml	605	ces axes nouveaux	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	606	demeurent libres	non	maint		dur
1965-SDAURP_CE_Oct23_GP.xml	607	ces extensions "linéaires"		crea		
1965-SDAURP_CE_Oct23_GP.xml	607	la fin du développement en tache d'huile	non	crea		termin
1965-SDAURP_CE_Oct23_GP.xml	607	les extensions linéaires		crea		
1965-SDAURP_CE_Oct23_GP.xml	607	veut construire	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	607	deux ou trois zones déjà construites	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	607	équipées en réseaux d'eau, d'assainissement et d'électricité	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	608	le rythme de construction à soutenir	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	610	seraient rapidement construits	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	610	un nouvel anneau continu de constructions	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	610	viendrait enserrer et enfermer Paris et sa banlieue	non			
1965-SDAURP_CE_Oct23_GP.xml	612	s'étend		crea		
1965-SDAURP_CE_Oct23_GP.xml	612	s'éloigne				
1965-SDAURP_CE_Oct23_GP.xml	614	les espaces libres disparus	oui	destr		
1965-SDAURP_CE_Oct23_GP.xml	614	ont été presqu'exclusivement édifiés	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	615	leur construction	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	615	placer	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	615	ont été mis	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	617	demeurer en l'état		maint		dur
1965-SDAURP_CE_Oct23_GP.xml	617	n'est guère possible de conserver longtemps des terres agricoles presqu'enclavées dans la ville		maint		dur
1965-SDAURP_CE_Oct23_GP.xml	618	être aménagés		modif		
1965-SDAURP_CE_Oct23_GP.xml	618	recevoir des stades, des lycées, des facultés, des hôpitaux, des zones d'emploi assez vastes		crea		
1965-SDAURP_CE_Oct23_GP.xml	618	ont été construits	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	619	la construction de logements	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	619	l'aménagement des 5.000 hectares de Z.U.P.	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	619	eut été préférable de bâtir	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	619	des zones d'extension	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	632	implanter des équipements pleinement satisfaisants	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	632	permettre de ne plus être la ville informe et incomplète qu'elle est actuellement				
1965-SDAURP_CE_Oct23_GP.xml	635	leur implantation	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	638	la congestion du centre				
1965-SDAURP_CE_Oct23_GP.xml	638	sont demeurés concentrés		maint		dur
1965-SDAURP_CE_Oct23_GP.xml	645	la rénovation du tissu urbain existant	oui	repr		iter
1965-SDAURP_CE_Oct23_GP.xml	645	l'extension de l'agglomération		crea		
1965-SDAURP_CE_Oct23_GP.xml	645	cette extension		crea		
1965-SDAURP_CE_Oct23_GP.xml	646	logements détruits	oui	destr		
1965-SDAURP_CE_Oct23_GP.xml	646	cette rénovation	oui	repr		iter
1965-SDAURP_CE_Oct23_GP.xml	647	50.000 logements à détruire	non	destr		
1965-SDAURP_CE_Oct23_GP.xml	649	90 opérations d'importance fort variable étaient en cours	non			dur
1965-SDAURP_CE_Oct23_GP.xml	650	la destruction de 36.000 logements anciens	oui	destr		
1965-SDAURP_CE_Oct23_GP.xml	650	à remplacer	non	repr		iter
1965-SDAURP_CE_Oct23_GP.xml	650	55.000 logements nouveaux	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	651	sont détruits	non	destr		dur
1965-SDAURP_CE_Oct23_GP.xml	651	sont construits	non	crea		dur
1965-SDAURP_CE_Oct23_GP.xml	651	ces opérations de rénovation	non			dur
1965-SDAURP_CE_Oct23_GP.xml	662	la rénovation du secteur de la Défense		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	663	Un doublement de cette cadence	non			
1965-SDAURP_CE_Oct23_GP.xml	664	rénovation		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	664	des opérations de nature fort diverse				
1965-SDAURP_CE_Oct23_GP.xml	665	L'opération la plus répandue				
1965-SDAURP_CE_Oct23_GP.xml	665	la substitution à quelques maisons particulières de quelques dizaines d'appartements		modif		
1965-SDAURP_CE_Oct23_GP.xml	666	densification		crea		
1965-SDAURP_CE_Oct23_GP.xml	666	aucun accroissement des équipements généraux (eau, gaz, électricité, égouts, voirie)		abs+crea		
1965-SDAURP_CE_Oct23_GP.xml	666	la saturation de ces équipements				
1965-SDAURP_CE_Oct23_GP.xml	667	réserver en temps voulu les parcelles de terrains				
1965-SDAURP_CE_Oct23_GP.xml	667	la réalisation ultérieure de ces équipements	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	668	La rénovation		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	668	la forme de rénovation		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	668	une opération				
1965-SDAURP_CE_Oct23_GP.xml	668	une opération				
1965-SDAURP_CE_Oct23_GP.xml	669	l'opération				
1965-SDAURP_CE_Oct23_GP.xml	669	la substitution de logements modernes		modif		
1965-SDAURP_CE_Oct23_GP.xml	670	la mise en place des équipements absents - écoles, centres médicaux et sociaux, commerces, terrains de jeux		crea		
1965-SDAURP_CE_Oct23_GP.xml	671	la reprise de la trame des rues		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	672	les opérations de rénovation		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	672	peuvent être conçues pour combler les lacunes et les retards de l'urbanisme				
1965-SDAURP_CE_Oct23_GP.xml	672	une opération				
1965-SDAURP_CE_Oct23_GP.xml	673	Les opérations de ce type				
1965-SDAURP_CE_Oct23_GP.xml	673	leur multiplication				
1965-SDAURP_CE_Oct23_GP.xml	675	doit être préservée	non	maint		
1965-SDAURP_CE_Oct23_GP.xml	675	la rénovation		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	675	la réhabilitation		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	676	la modernisation d'immeubles anciens		modif		
1965-SDAURP_CE_Oct23_GP.xml	676	ces opérations				
1965-SDAURP_CE_Oct23_GP.xml	676	des immeubles réhabilités	oui	repr		iter
1965-SDAURP_CE_Oct23_GP.xml	676	l'opération				
1965-SDAURP_CE_Oct23_GP.xml	676	une rénovation		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	677	la rénovation nécessaire		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	678	subsistera la pénurie de logements	non	maint		
1965-SDAURP_CE_Oct23_GP.xml	679	la réhabilitation et de la modernisation des vieux quartiers de Paris comme de ses banlieues		repr		iter+modif
1965-SDAURP_CE_Oct23_GP.xml	679	l'extension de l'agglomération		crea		
1965-SDAURP_CE_Oct23_GP.xml	681	dévore les espaces libres	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	681	centre de plus en plus congestionné	non			progr
1965-SDAURP_CE_Oct23_GP.xml	681	ne se rénovent qu'avec trop de lenteur	non	repr		dur+iter
1965-SDAURP_CE_Oct23_GP.xml	682	un dynamisme anarchique				
1965-SDAURP_CE_Oct23_GP.xml	683	dynamismes non prévus				
1965-SDAURP_CE_Oct23_GP.xml	683	allaient transformer les villes		modif		
1965-SDAURP_CE_Oct23_GP.xml	686	l'extension	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	686	des réserves de terrains	non			
1965-SDAURP_CE_Oct23_GP.xml	686	une bonne composition des "creux" et des "pleins"				
1965-SDAURP_CE_Oct23_GP.xml	688	réalisation de ces opérations				
1965-SDAURP_CE_Oct23_GP.xml	703	implantations d'activités		crea		
1965-SDAURP_CE_Oct23_GP.xml	705	Les grands ensembles construits	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	705	ont submergé les environs, boisés ou cultivés				
1965-SDAURP_CE_Oct23_GP.xml	707	ont été - à raison de 20 logements à l'hectare en moyenne - couverts de pavillons	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	710	est interdit d'étendre la zone urbaine		abs+crea		
1965-SDAURP_CE_Oct23_GP.xml	710	empêcher le lotissement de champs en pleine nature	non	abs+crea		
1965-SDAURP_CE_Oct23_GP.xml	713	les construction urbaines (1) ne sont pas autorisées	non	abs+crea		
1965-SDAURP_CE_Oct23_GP.xml	714	la zone construite	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	714	subsistaient		maint		dur
1965-SDAURP_CE_Oct23_GP.xml	715	fallait empêcher de grandir	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	715	la décentralisation parisienne				
1965-SDAURP_CE_Oct23_GP.xml	717	la réduction progressive des espaces demeurés libres	non	modif		progr
1965-SDAURP_CE_Oct23_GP.xml	717	les surfaces réservées				
1965-SDAURP_CE_Oct23_GP.xml	717	un "bourrage du terrain		crea		
1965-SDAURP_CE_Oct23_GP.xml	723	conduire ses réseaux d'eau, d'égouts, d'électricité		crea		
1965-SDAURP_CE_Oct23_GP.xml	727	GROUPES DE LOGEMENTS CONSTRUITS	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	730	GROUPES DE LOGEMENTS CONSTRUITS	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	735	la construction		crea		
1965-SDAURP_CE_Oct23_GP.xml	735	la construction		crea		
1965-SDAURP_CE_Oct23_GP.xml	737	les constructions nouvelles	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	740	mordre sur les espaces réservés				
1965-SDAURP_CE_Oct23_GP.xml	741	la construction		crea		
1965-SDAURP_CE_Oct23_GP.xml	745	aménagement rationnel				
1965-SDAURP_CE_Oct23_GP.xml	747	l'implantation des activités		crea		
1965-SDAURP_CE_Oct23_GP.xml	748	toute création		crea		
1965-SDAURP_CE_Oct23_GP.xml	748	toute extension		crea		
1965-SDAURP_CE_Oct23_GP.xml	749	mètre carré construit		crea		
1965-SDAURP_CE_Oct23_GP.xml	749	les démolitions de locaux		destr		
1965-SDAURP_CE_Oct23_GP.xml	750	l'expansion des activités		crea		
1965-SDAURP_CE_Oct23_GP.xml	750	l'implantation d'activités		crea		
1965-SDAURP_CE_Oct23_GP.xml	750	leur décentralisation				
1965-SDAURP_CE_Oct23_GP.xml	751	l'implantation		crea		
1965-SDAURP_CE_Oct23_GP.xml	751	le desserrement				
1965-SDAURP_CE_Oct23_GP.xml	752	ont été créées	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	752	leur mise en place	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	752	s'implantent		crea		dur
1965-SDAURP_CE_Oct23_GP.xml	753	Ce mouvement				
1965-SDAURP_CE_Oct23_GP.xml	754	une décentralisation lointaine	non			
1965-SDAURP_CE_Oct23_GP.xml	754	quitter leurs implantations actuelles	non			
1965-SDAURP_CE_Oct23_GP.xml	755	la décentralisation industrielle	non			dur
1965-SDAURP_CE_Oct23_GP.xml	755	construire des installations modernes	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	755	quitter des installations anciennes				
1965-SDAURP_CE_Oct23_GP.xml	758	la construction de logements	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	758	se remplisse la zone industrielle	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	759	s'implantent	non	crea		dur
1965-SDAURP_CE_Oct23_GP.xml	762	décentraliser les entreprises	non			
1965-SDAURP_CE_Oct23_GP.xml	762	peuvent quitter la région de Paris	non			
1965-SDAURP_CE_Oct23_GP.xml	762	doivent y demeurer	non	maint		dur
1965-SDAURP_CE_Oct23_GP.xml	762	rapprocher les lieux d'emploi des localisations d'habitat	non			
1965-SDAURP_CE_Oct23_GP.xml	762	en desserrant les activités	non			
1965-SDAURP_CE_Oct23_GP.xml	762	a desserré les logements	oui			
1965-SDAURP_CE_Oct23_GP.xml	763	la décentralisation industrielle	non			
1965-SDAURP_CE_Oct23_GP.xml	769	une stagnation	oui	maint		dur
1965-SDAURP_CE_Oct23_GP.xml	769	a fait démarrer de grands travaux d'équipement public	non	crea		inch
1965-SDAURP_CE_Oct23_GP.xml	770	Un tel redémarrage	non			iter
1965-SDAURP_CE_Oct23_GP.xml	770	chantiers	non	crea		dur
1965-SDAURP_CE_Oct23_GP.xml	771	les mises en service	non	crea		termin
1965-SDAURP_CE_Oct23_GP.xml	771	prévision à long terme	non			
1965-SDAURP_CE_Oct23_GP.xml	772	allongement des quais		crea		
1965-SDAURP_CE_Oct23_GP.xml	772	rénovation et création de centres d'affaires		repr+crea		iter
1965-SDAURP_CE_Oct23_GP.xml	772	ponts nouveaux		crea		
1965-SDAURP_CE_Oct23_GP.xml	772	nouveaux grands magasins		crea		
1965-SDAURP_CE_Oct23_GP.xml	772	refonte des réseaux de distribution d'électricité et de gaz		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	772	extension des installations d'épuration		crea		
1965-SDAURP_CE_Oct23_GP.xml	773	sont récents	oui			
1965-SDAURP_CE_Oct23_GP.xml	773	en cours d’exécution	non			dur
1965-SDAURP_CE_Oct23_GP.xml	774	sort de sa léthargie				
1965-SDAURP_CE_Oct23_GP.xml	775	décongestionner le cœur de la ville				
1965-SDAURP_CE_Oct23_GP.xml	775	vivifier des banlieues				
1965-SDAURP_CE_Oct23_GP.xml	776	ce mouvement				
1965-SDAURP_CE_Oct23_GP.xml	777	peut désormais être considéré comme lancé	non			dur
1965-SDAURP_CE_Oct23_GP.xml	779	constructions		crea		
1965-SDAURP_CE_Oct23_GP.xml	785	IMPLANTATION RÉCENTE D'ACTIVITÉS ET DE GRANDS ÉQUIPEMENTS	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	786	IMPLANTATION RÉCENTE D'ACTIVITÉS ET DE GRANDS ÉQUIPEMENTS	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	791	la construction de logements		crea		
1965-SDAURP_CE_Oct23_GP.xml	795	sont à localiser	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	795	plus de 1.200.000 logements en dix ans, soit l'équivalent d'une autre ville de Paris à construire	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	797	pouvoir faire grand				
1965-SDAURP_CE_Oct23_GP.xml	799	la croissance inéluctable	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	799	une agglomération, demain plus grande	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	800	la croissance		crea		
1965-SDAURP_CE_Oct23_GP.xml	800	toute extension spatiale		crea		
1965-SDAURP_CE_Oct23_GP.xml	801	Conserver toutes les frontières	non	maint		
1965-SDAURP_CE_Oct23_GP.xml	801	conserver tous les gabarits	non	maint		
1965-SDAURP_CE_Oct23_GP.xml	801	conserver toutes les campagnes	non	maint		
1965-SDAURP_CE_Oct23_GP.xml	801	n'admettre la construction que parcimonieusement	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	805	créer des centres urbains nouveaux	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	805	villes nouvelles	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	805	les zones d'extension		crea		
1965-SDAURP_CE_Oct23_GP.xml	805	centres urbains renforcés, diversifiés et rénovés	non	repr		iter
1965-SDAURP_CE_Oct23_GP.xml	806	mettre fin à la pénurie de terrains à bâtir	non			termin
1965-SDAURP_CE_Oct23_GP.xml	806	terrains à bâtir	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	806	la disparition des espaces libres	non	destr		
1965-SDAURP_CE_Oct23_GP.xml	806	les zones d'extension	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	806	rapprocher les habitats des lieux de loisir et de la campagne				
1965-SDAURP_CE_Oct23_GP.xml	806	l'extension spatiale	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	806	la croissance progressive des villes nouvelles	non	crea		progr
1965-SDAURP_CE_Oct23_GP.xml	806	villes nouvelles	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	807	ses extensions	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	807	les espaces construits	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	807	va devenir	non			
1965-SDAURP_CE_Oct23_GP.xml	811	des centres urbains nouveaux	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	816	L'urbanisme pratiqué				
1965-SDAURP_CE_Oct23_GP.xml	818	les grands ensembles récents	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	823	plus ou moins développé	oui			
1965-SDAURP_CE_Oct23_GP.xml	824	se subdivise		modif		
1965-SDAURP_CE_Oct23_GP.xml	824	la naissance d'un centre		crea		
1965-SDAURP_CE_Oct23_GP.xml	830	s'accroît	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	833	l'enceinte dite des Fermiers Généraux construite	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	833	fit annexer	oui			
1965-SDAURP_CE_Oct23_GP.xml	833	devenus les arrondissements qui portent les numéros XII à XX	oui			
1965-SDAURP_CE_Oct23_GP.xml	834	se constituent progressivement	non	crea		progr
1965-SDAURP_CE_Oct23_GP.xml	836	le délaissement		abs		
1965-SDAURP_CE_Oct23_GP.xml	839	Améliorer le réseau de transports	non			
1965-SDAURP_CE_Oct23_GP.xml	842	Une amélioration radicale des transports	non			
1965-SDAURP_CE_Oct23_GP.xml	842	des progrès	oui			
1965-SDAURP_CE_Oct23_GP.xml	842	une telle amélioration	non			
1965-SDAURP_CE_Oct23_GP.xml	843	ces réseaux nouveaux	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	844	une modernisation	non			
1965-SDAURP_CE_Oct23_GP.xml	844	accentuerait la congestion du centre	non			
1965-SDAURP_CE_Oct23_GP.xml	846	Améliorer l'équipement	non			
1965-SDAURP_CE_Oct23_GP.xml	847	des progrès notables ont été réalisés	oui			
1965-SDAURP_CE_Oct23_GP.xml	847	la conception des équipements nécessaires	oui			
1965-SDAURP_CE_Oct23_GP.xml	847	leur réalisation	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	849	les progrès qui seront donc faits	non			
1965-SDAURP_CE_Oct23_GP.xml	851	La construction en dehors de l'agglomération d'un autre centre	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	852	l'innovation architecturale				
1965-SDAURP_CE_Oct23_GP.xml	854	120.000 logements à construire	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	854	seraient localisés	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	855	quelle ville, même neuve		crea		
1965-SDAURP_CE_Oct23_GP.xml	856	ce centre urbain nouveau	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	856	la création de tels centres intermédiaires	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	862	a créé cinq départements nouveaux	oui	crea		
1965-SDAURP_CE_Oct23_GP.xml	863	a été étudiée	oui			
1965-SDAURP_CE_Oct23_GP.xml	863	la restructuration des banlieues (Nanterre, Bobigny, Créteil)		repr		iter
1965-SDAURP_CE_Oct23_GP.xml	863	la création des centres urbains nouveaux	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	864	Les fonctions à regrouper	non			
1965-SDAURP_CE_Oct23_GP.xml	864	les centres nouveaux		crea		
1965-SDAURP_CE_Oct23_GP.xml	865	constituer des centres urbains nouveaux	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	865	seront implantés	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	869	Les équipements à grouper	non			
1965-SDAURP_CE_Oct23_GP.xml	877	ne doivent pas être multipliés	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	879	pourront se situer	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	879	ne peuvent plus, faute de place, être localisés	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	880	ces centres urbains nouveaux	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	880	s’inséreront	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	882	accueillera	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	883	se localiser	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	883	leur implantation	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	888	décongestionner le cœur de l'agglomération				
1965-SDAURP_CE_Oct23_GP.xml	888	la réalisation à Paris et dans la Seine des opérations de rénovation et d'aménagement	non	repr+crea		iter
1965-SDAURP_CE_Oct23_GP.xml	892	demeurera donc des quartiers-dortoirs	non	maint		
1965-SDAURP_CE_Oct23_GP.xml	894	les centres urbains nouveaux	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	896	Implanter ces services publics et privés	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	896	les nouvelles extensions de l'agglomération	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	896	un progrès bien insuffisant	non			
1965-SDAURP_CE_Oct23_GP.xml	897	en regroupant dans des espaces géographiques limités et relativement denses la plupart des fonctions et des emplois	non			
1965-SDAURP_CE_Oct23_GP.xml	900	"noyaux restructurateurs"	non			
1965-SDAURP_CE_Oct23_GP.xml	901	l'implantation d'équipements complémentaires	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	901	la création du centre	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	902	s'installe plus facilement		crea		
1965-SDAURP_CE_Oct23_GP.xml	903	les centres urbains nouveaux		crea		
1965-SDAURP_CE_Oct23_GP.xml	905	ces centres urbains nouveaux	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	905	zones d'extension		crea		
1965-SDAURP_CE_Oct23_GP.xml	906	ne se réaliseront pas de la même manière	non	crea		
1965-SDAURP_CE_Oct23_GP.xml	908	implantation		crea		
