Nom_fichier	Numéro_Phrase	Dynamique	Segment_Annoté	Type
1965-SDAURP_CE_Oct23_GP.xml	1471	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel	un ensemble d'immeubles de bureaux (45.000 emplois)	obj
1965-SDAURP_CE_Oct23_GP.xml	1471	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel	des salles de congrès	obj
1965-SDAURP_CE_Oct23_GP.xml	1471	sont prévus un ensemble d'immeubles de bureaux (45.000 emplois), des salles de congrès, un hôtel	un hôtel	obj
1965-SDAURP_CE_Oct23_GP.xml	1471	nouveau département des Hauts de Seine	département des Hauts de Seine	obj
1965-SDAURP_CE_Oct23_GP.xml	1471	créer une gare de grande ligne	une gare de grande ligne	obj
1965-SDAURP_CE_Oct23_GP.xml	1472	se créera un ensemble complexe et puissant	un ensemble complexe et puissant	obj
1965-SDAURP_CE_Oct23_GP.xml	1472	l'aménagement de toute la partie ouest de la banlieue	toute la partie ouest de la banlieue	obj
1965-SDAURP_CE_Oct23_GP.xml	1473	recevra des équipements régionaux	A l'ouest de la Défense et dans son prolongement	loc
1965-SDAURP_CE_Oct23_GP.xml	1473	la création d'un ensemble universitaire et culturel	A l'ouest de la Défense et dans son prolongement	loc
1965-SDAURP_CE_Oct23_GP.xml	1473	recevra des équipements régionaux	en face de la forêt de St-Germain	loc
1965-SDAURP_CE_Oct23_GP.xml	1473	la création d'un ensemble universitaire et culturel	en face de la forêt de St-Germain	loc
1965-SDAURP_CE_Oct23_GP.xml	1473	recevra des équipements régionaux	la plaine de Montesson	loc
1965-SDAURP_CE_Oct23_GP.xml	1473	la création d'un ensemble universitaire et culturel	la plaine de Montesson	loc
1965-SDAURP_CE_Oct23_GP.xml	1473	recevra des équipements régionaux	équipements régionaux	obj
1965-SDAURP_CE_Oct23_GP.xml	1473	la création d'un ensemble universitaire et culturel	un ensemble universitaire et culturel	obj
1965-SDAURP_CE_Oct23_GP.xml	1474	les opérations de la Défense et de Montesson	la Défense	obj
1965-SDAURP_CE_Oct23_GP.xml	1474	les opérations de la Défense et de Montesson	Montesson	obj
1965-SDAURP_CE_Oct23_GP.xml	1474	l'aménagement	agglomérations	obj
1965-SDAURP_CE_Oct23_GP.xml	1474	une amélioration de leur équipement et de leur organisation interne	leur équipement	obj
1965-SDAURP_CE_Oct23_GP.xml	1479	urbanisation	Les communes limitrophes de Paris, Gentilly, Ivry, et celles situées de part et d'autre de la Seine, Vitry, Maisons-Alfort, Choisy-le-Roi	obj
1965-SDAURP_CE_Oct23_GP.xml	1481	a été peu construit	le "plateau de Villejuif"	obj
1965-SDAURP_CE_Oct23_GP.xml	1482	la construction d'immeubles collectifs s'est développée	immeubles collectifs	obj
1965-SDAURP_CE_Oct23_GP.xml	1484	crée une coupure	dans cette zone	loc
1965-SDAURP_CE_Oct23_GP.xml	1485	se sont développées	Ces agglomérations	obj
1965-SDAURP_CE_Oct23_GP.xml	1485	se sont développées	Juvisy	obj
1965-SDAURP_CE_Oct23_GP.xml	1485	se sont développées	Savigny	obj
1965-SDAURP_CE_Oct23_GP.xml	1485	se sont développées	Morsang-sur-Orge	obj
1965-SDAURP_CE_Oct23_GP.xml	1485	se sont développées	sur les lignes d'Austerlitz	loc
1965-SDAURP_CE_Oct23_GP.xml	1486	La création de l'autoroute du Sud	l'autoroute du Sud	obj
1965-SDAURP_CE_Oct23_GP.xml	1486	la construction d'immeubles collectifs	immeubles collectifs	obj
1965-SDAURP_CE_Oct23_GP.xml	1487	développement récent	des agglomérations	obj
1965-SDAURP_CE_Oct23_GP.xml	1487	développement récent	Créteil	obj
1965-SDAURP_CE_Oct23_GP.xml	1487	développement récent	Bonneuil	obj
1965-SDAURP_CE_Oct23_GP.xml	1490	son aménagement	Le secteur de Maisons-Alfort, Créteil, Bonneuil	obj
1965-SDAURP_CE_Oct23_GP.xml	1490	son aménagement	deux centres urbains complémentaires : l'un à Bonneuil, l'autre plus important, à Créteil	loc
1965-SDAURP_CE_Oct23_GP.xml	1490	nouveau département de Val-de-Marne	département de Val-de-Marne	obj
1965-SDAURP_CE_Oct23_GP.xml	1490	doit accélérer la naissance d'un pôle structurateur important	un pôle structurateur important	obj
1965-SDAURP_CE_Oct23_GP.xml	1491	est prévue	Une vaste zone industrielle	obj
1965-SDAURP_CE_Oct23_GP.xml	1491	est prévue	dans la partie sud entre Valenton et Bonneuil	loc
1965-SDAURP_CE_Oct23_GP.xml	1493	s'organisera	l'agglomération	obj
1965-SDAURP_CE_Oct23_GP.xml	1493	s'organisera	sur l'ensemble aéroport d'Orly - marché d'intérêt national de Rungis	loc
1965-SDAURP_CE_Oct23_GP.xml	1498	Les secteurs préférentiels d'urbanisation	Les secteurs préférentiels	loc
1965-SDAURP_CE_Oct23_GP.xml	1498	Les secteurs préférentiels d'urbanisation	dans cette zone de part et d'autre de la Seine	loc
1965-SDAURP_CE_Oct23_GP.xml	1498	Les secteurs préférentiels d'urbanisation	sur les plateaux bordant la vallée	loc
1965-SDAURP_CE_Oct23_GP.xml	1499	leur aménagement	Les lotissements du sud d'Orly	obj
1965-SDAURP_CE_Oct23_GP.xml	1500	Les deux villes nouvelles prévues	Les deux villes nouvelles	obj
1965-SDAURP_CE_Oct23_GP.xml	1500	Les deux villes nouvelles prévues	de part et d'autre de la Seine	loc
1965-SDAURP_CE_Oct23_GP.xml	1503	La ville nouvelle	La ville	obj
1965-SDAURP_CE_Oct23_GP.xml	1503	La ville nouvelle	de la rive gauche	loc
1965-SDAURP_CE_Oct23_GP.xml	1503	a déjà été localisée	la préfecture, centre administratif du nouveau département de l'Essonne	obj
1965-SDAURP_CE_Oct23_GP.xml	1503	a déjà été localisée	en son centre, sur Évry	loc
1965-SDAURP_CE_Oct23_GP.xml	1505	l'amorce d'un secteur d'activités	un secteur d'activités	obj
1965-SDAURP_CE_Oct23_GP.xml	1505	s'étendra	un secteur d'activités	obj
1965-SDAURP_CE_Oct23_GP.xml	1505	s'étendra	aux abords de l'autoroute du Sud	loc
1965-SDAURP_CE_Oct23_GP.xml	1506	La ville nouvelle	La ville	obj
1965-SDAURP_CE_Oct23_GP.xml	1506	La ville nouvelle	de la rive droite	loc
1965-SDAURP_CE_Oct23_GP.xml	1507	Melun en forte croissance	Melun	obj
1965-SDAURP_CE_Oct23_GP.xml	1507	se constituera	une vaste agglomération	obj
1965-SDAURP_CE_Oct23_GP.xml	1508	s'organiseront	Les "villes" qui la composeront	obj
1965-SDAURP_CE_Oct23_GP.xml	1508	s'organiseront	de part et d'autre de la Seine	loc
1965-SDAURP_CE_Oct23_GP.xml	1508	devront être aménagées	les rives	obj
1965-SDAURP_CE_Oct23_GP.xml	1509	devront être protégés et aménagés	La forêt de Sénart	obj
1965-SDAURP_CE_Oct23_GP.xml	1509	devront être protégés et aménagés	le bois du Rougeau	obj
1965-SDAURP_CE_Oct23_GP.xml	1519	l'essentiel des développements s'étant effectué	au nord de la Marne	loc
1965-SDAURP_CE_Oct23_GP.xml	1522	la création de "secteurs mixtes" importants	"secteurs mixtes" importants	obj
1965-SDAURP_CE_Oct23_GP.xml	1523	conserve encore de nombreuses exploitations maraîchères et surtout fruitières	de nombreuses exploitations maraîchères et surtout fruitières	obj
1965-SDAURP_CE_Oct23_GP.xml	1523	disparaissent	de nombreuses exploitations maraîchères et surtout fruitières	obj
1965-SDAURP_CE_Oct23_GP.xml	1525	se prolonge	Cette banlieue	obj
1965-SDAURP_CE_Oct23_GP.xml	1525	se sont développés	de vastes zones de lotissements	obj
1965-SDAURP_CE_Oct23_GP.xml	1525	se sont développés	sur les lignes de Mitry-Mory, à Aulnay-sous-Bois, Livry-Gargan, Pavillon-sous-Bois jusqu'à Villeparisis, au nord des hauteurs de Bondy	loc
1965-SDAURP_CE_Oct23_GP.xml	1526	se sont localisés	d'autres lotissements	obj
1965-SDAURP_CE_Oct23_GP.xml	1526	se sont localisés	au Raincy et à Villemomble sur la ligne de Meaux	loc
1965-SDAURP_CE_Oct23_GP.xml	1529	subsistent encore	les restaurants	obj
1965-SDAURP_CE_Oct23_GP.xml	1529	recommencent même à se développer	les restaurants	obj
1965-SDAURP_CE_Oct23_GP.xml	1529	subsistent encore	les baignades	obj
1965-SDAURP_CE_Oct23_GP.xml	1529	recommencent même à se développer	les baignades	obj
1965-SDAURP_CE_Oct23_GP.xml	1529	subsistent encore	les activités nautiques	obj
1965-SDAURP_CE_Oct23_GP.xml	1529	recommencent même à se développer	les activités nautiques	obj
1965-SDAURP_CE_Oct23_GP.xml	1529	recommencent même à se développer	à Nogent	loc
1965-SDAURP_CE_Oct23_GP.xml	1529	en cours de réalisation	des équipements importants	obj
1965-SDAURP_CE_Oct23_GP.xml	1530	en expansion	Chelles	obj
1965-SDAURP_CE_Oct23_GP.xml	1530	tendent à devenir des banlieues-dortoir	Chelles	obj
1965-SDAURP_CE_Oct23_GP.xml	1530	en expansion	Vaires	obj
1965-SDAURP_CE_Oct23_GP.xml	1530	tendent à devenir des banlieues-dortoir	Vaires	obj
1965-SDAURP_CE_Oct23_GP.xml	1530	en expansion	Lagny	obj
1965-SDAURP_CE_Oct23_GP.xml	1530	tendent à devenir des banlieues-dortoir	Lagny	obj
1965-SDAURP_CE_Oct23_GP.xml	1530	en expansion	Meaux	obj
1965-SDAURP_CE_Oct23_GP.xml	1530	tendent à devenir des banlieues-dortoir	Meaux	obj
1965-SDAURP_CE_Oct23_GP.xml	1530	ont constitué au-delà, sur la vallée, des agglomérations vivantes ayant leurs activités propres	au-delà, sur la vallée	loc
1965-SDAURP_CE_Oct23_GP.xml	1530	ont constitué au-delà, sur la vallée, des agglomérations vivantes ayant leurs activités propres	des agglomérations vivantes ayant leurs activités propres	obj
1965-SDAURP_CE_Oct23_GP.xml	1532	développement de cette région Est de Paris	La zone préférentielle	loc
1965-SDAURP_CE_Oct23_GP.xml	1532	développement de cette région Est de Paris	cette région Est de Paris	obj
1965-SDAURP_CE_Oct23_GP.xml	1532	développement de cette région Est de Paris	de part et d'autre de la vallée de la Marne	loc
1965-SDAURP_CE_Oct23_GP.xml	1532	développement de cette région Est de Paris	sur les plateaux, bordant la rivière au sud	loc
1965-SDAURP_CE_Oct23_GP.xml	1533	ces développements	en limite de la banlieue	loc
1965-SDAURP_CE_Oct23_GP.xml	1533	est prévu un centre urbain	un centre urbain	obj
1965-SDAURP_CE_Oct23_GP.xml	1534	L'aménagement de l'agglomération existante	l'agglomération existante	obj
1965-SDAURP_CE_Oct23_GP.xml	1534	sa restructuration	l'agglomération existante	obj
1965-SDAURP_CE_Oct23_GP.xml	1534	la création d'infrastructures routières et ferrées	infrastructures routières et ferrées	obj
1965-SDAURP_CE_Oct23_GP.xml	1534	désenclaveront	cette zone compartimentée par le site	obj
1965-SDAURP_CE_Oct23_GP.xml	1534	désenclaveront	par rapport à Paris et aux banlieues qui l'entourent	loc
1965-SDAURP_CE_Oct23_GP.xml	1539	sera complétée	Cette trame	obj
1965-SDAURP_CE_Oct23_GP.xml	1540	sera complétée	La ligne est-ouest du R.E.R.	obj
1965-SDAURP_CE_Oct23_GP.xml	1542	l'aménagement de la "Corniche des Forts"	la "Corniche des Forts"	obj
1965-SDAURP_CE_Oct23_GP.xml	1542	l'aménagement de la "Corniche des Forts"	crêtes nord et est du plateau de Montreuil, sur Romainville, Rosny, Fontenay	obj
1965-SDAURP_CE_Oct23_GP.xml	1542	reliant entre eux les forts	les forts	obj
1965-SDAURP_CE_Oct23_GP.xml	1542	pourront être désaffectés	les forts	obj
1965-SDAURP_CE_Oct23_GP.xml	1542	serait constituée en bordure de ce plateau, une zone de jardins et de bois	en bordure de ce plateau	loc
1965-SDAURP_CE_Oct23_GP.xml	1542	serait constituée en bordure de ce plateau, une zone de jardins et de bois	une zone de jardins et de bois	obj
1965-SDAURP_CE_Oct23_GP.xml	1542	pourraient cependant être localisés des écoles ou des équipements publics	des écoles ou des équipements publics	obj
1965-SDAURP_CE_Oct23_GP.xml	1543	l'aménagement des abords de l'antenne de Bagnolet	des abords de l'antenne de Bagnolet	obj
1965-SDAURP_CE_Oct23_GP.xml	1543	création à la porte de Bagnolet, en bordure du boulevard périphérique, d'un complexe parc de stationnement - gare d'autobus- centre commercial	la porte de Bagnolet	loc
1965-SDAURP_CE_Oct23_GP.xml	1543	création à la porte de Bagnolet, en bordure du boulevard périphérique, d'un complexe parc de stationnement - gare d'autobus- centre commercial	en bordure du boulevard périphérique	loc
1965-SDAURP_CE_Oct23_GP.xml	1543	création à la porte de Bagnolet, en bordure du boulevard périphérique, d'un complexe parc de stationnement - gare d'autobus- centre commercial	un complexe parc de stationnement - gare d'autobus- centre commercial	obj
1965-SDAURP_CE_Oct23_GP.xml	1543	cette nouvelle autoroute	autoroute	obj
1965-SDAURP_CE_Oct23_GP.xml	1543	restructuration de cette banlieue	cette banlieue	obj
1965-SDAURP_CE_Oct23_GP.xml	1543	seront branchées	plusieurs voies importantes	obj
1965-SDAURP_CE_Oct23_GP.xml	1544	la création à Rosny d'un centre commercial et d'activités tertiaires	Rosny	loc
1965-SDAURP_CE_Oct23_GP.xml	1544	la création à Rosny d'un centre commercial et d'activités tertiaires	un centre commercial et d'activités tertiaires	obj
1965-SDAURP_CE_Oct23_GP.xml	1545	création d'un collège universitaire	sur le plateau de Montreuil	loc
1965-SDAURP_CE_Oct23_GP.xml	1545	une voie express reliée à l'autoroute	une voie express	obj
1965-SDAURP_CE_Oct23_GP.xml	1545	une voie express reliée à l'autoroute	à l'autoroute	loc
1965-SDAURP_CE_Oct23_GP.xml	1545	création d'un collège universitaire	un collège universitaire	obj
1965-SDAURP_CE_Oct23_GP.xml	1545	création d'un collège universitaire	à proximité d'une zone d'activités	loc
1965-SDAURP_CE_Oct23_GP.xml	1546	une station prévue	une station	obj
1965-SDAURP_CE_Oct23_GP.xml	1546	une station prévue	sur la ligne du R.E.R.	loc
1965-SDAURP_CE_Oct23_GP.xml	1548	doit être préservé et exploité	Entre Paris et Chelles	loc
1965-SDAURP_CE_Oct23_GP.xml	1548	doit être préservé et exploité	le site de la vallée	obj
1965-SDAURP_CE_Oct23_GP.xml	1548	en évitant la construction dans les lotissements existants d'immeubles importants	dans les lotissements existants	loc
1965-SDAURP_CE_Oct23_GP.xml	1548	en évitant la construction dans les lotissements existants d'immeubles importants	immeubles importants	obj
1965-SDAURP_CE_Oct23_GP.xml	1549	seront progressivement aménagées	Les rives de la Marne	obj
1965-SDAURP_CE_Oct23_GP.xml	1549	création de promenades, de jardins, d'équipements sportifs et de loisirs	promenades	obj
1965-SDAURP_CE_Oct23_GP.xml	1549	création de promenades, de jardins, d'équipements sportifs et de loisirs	jardins	obj
1965-SDAURP_CE_Oct23_GP.xml	1549	création de promenades, de jardins, d'équipements sportifs et de loisirs	équipements sportifs et de loisirs	obj
1965-SDAURP_CE_Oct23_GP.xml	1550	au barrage à construire	au barrage	obj
1965-SDAURP_CE_Oct23_GP.xml	1550	au barrage à construire	sur la Marne dans la région de Montmirail	loc
1965-SDAURP_CE_Oct23_GP.xml	1552	l'axe préférentiel de développement	l'axe préférentiel	obj
1965-SDAURP_CE_Oct23_GP.xml	1552	l'axe préférentiel de développement	dans cette zone	loc
1965-SDAURP_CE_Oct23_GP.xml	1553	continuera à s'urbaniser	Sa rive nord	obj
1965-SDAURP_CE_Oct23_GP.xml	1553	continuera à s'urbaniser	sur la ligne de chemin de fer de Meaux	loc
1965-SDAURP_CE_Oct23_GP.xml	1553	les développements de Chelles, Vaires et Lagny	Chelles	obj
1965-SDAURP_CE_Oct23_GP.xml	1553	les développements de Chelles, Vaires et Lagny	Vaires	obj
1965-SDAURP_CE_Oct23_GP.xml	1553	les développements de Chelles, Vaires et Lagny	Lagny	obj
1965-SDAURP_CE_Oct23_GP.xml	1553	les développements de Chelles, Vaires et Lagny	vers le nord	loc
1965-SDAURP_CE_Oct23_GP.xml	1553	sera préservé de toute urbanisation importante	le secteur compris entre les hauteurs de Clichy-sous-Bois, Courty, Villevaudé et ces agglomérations de la rive nord de la Marne	obj
1965-SDAURP_CE_Oct23_GP.xml	1554	en cours d'expansion très rapide	La ville de Meaux	obj
1965-SDAURP_CE_Oct23_GP.xml	1554	vont se développer	les nouveaux quartiers	obj
1965-SDAURP_CE_Oct23_GP.xml	1554	vont se développer	dans la boucle de la Marne	loc
1965-SDAURP_CE_Oct23_GP.xml	1554	vont se développer	à l'est de la ville actuelle	loc
1965-SDAURP_CE_Oct23_GP.xml	1556	villes nouvelles	villes	obj
1965-SDAURP_CE_Oct23_GP.xml	1556	villes nouvelles	de la banlieue de Stockholm	loc
1965-SDAURP_CE_Oct23_GP.xml	1558	de nombreux bois à préserver	de nombreux bois	obj
1965-SDAURP_CE_Oct23_GP.xml	1559	sera réalisé	Un centre urbain important	obj
1965-SDAURP_CE_Oct23_GP.xml	1559	sera réalisé	à Bry-sur-Marne - Noisy-le-Grand	loc
1965-SDAURP_CE_Oct23_GP.xml	1560	Très bien relié à Paris	à Paris	loc
1965-SDAURP_CE_Oct23_GP.xml	1561	pourra, à côté d'un ensemble universitaire, accueillir des établissements commerciaux ou de caractère tertiaire et des immeubles de bureaux	des établissements commerciaux ou de caractère tertiaire	obj
1965-SDAURP_CE_Oct23_GP.xml	1561	pourra, à côté d'un ensemble universitaire, accueillir des établissements commerciaux ou de caractère tertiaire et des immeubles de bureaux	des immeubles de bureaux	obj
1965-SDAURP_CE_Oct23_GP.xml	1562	L'implantation dans ce secteur de la "cité" de la télévision	dans ce secteur	loc
1965-SDAURP_CE_Oct23_GP.xml	1562	L'implantation dans ce secteur de la "cité" de la télévision	la "cité" de la télévision	obj
1965-SDAURP_CE_Oct23_GP.xml	1563	de grandes possibilités d'aménagement	La vallée de la Marne en amont de Chelles	obj
1965-SDAURP_CE_Oct23_GP.xml	1564	seront organisés des ensembles de loisirs régionaux	sur ces rives	loc
1965-SDAURP_CE_Oct23_GP.xml	1564	seront organisés des ensembles de loisirs régionaux	des ensembles de loisirs régionaux	obj
1965-SDAURP_CE_Oct23_GP.xml	1564	la création d'un vaste plan d'eau	dans la boucle de Jablines	loc
1965-SDAURP_CE_Oct23_GP.xml	1564	la création d'un vaste plan d'eau	en aval de Meaux	loc
1965-SDAURP_CE_Oct23_GP.xml	1564	la création d'un vaste plan d'eau	un vaste plan d'eau	obj
1965-SDAURP_CE_Oct23_GP.xml	1564	aménagements prévus	à l'ouest en bordure de Seine dans la boucle de Moisson	loc
1965-SDAURP_CE_Oct23_GP.xml	1566	les extensions d'urbanisation prévues	1.000 km2	obj
1965-SDAURP_CE_Oct23_GP.xml	1566	les extensions d'urbanisation prévues	moins de 20 % de la superficie de la région de Paris	obj
1965-SDAURP_CE_Oct23_GP.xml	1567	les développements urbains	A l'extérieur de l'agglomération actuelle et des zones	loc
1965-SDAURP_CE_Oct23_GP.xml	1567	le dynamisme renaît	de nombreuses villes, petites ou moyennes	obj
1965-SDAURP_CE_Oct23_GP.xml	1568	des transformations importantes	Cette partie de la région	obj
1965-SDAURP_CE_Oct23_GP.xml	1569	la mutation de l'agglomération parisienne	l'agglomération parisienne	obj
1965-SDAURP_CE_Oct23_GP.xml	1571	le maintien de la vocation agricole de 60 % de la superficie de la région	60 % de la superficie de la région	obj
1965-SDAURP_CE_Oct23_GP.xml	1573	vont se développer	zones de transition, mi-urbaines mi-rurales	obj
